[3.04887679693354, 3.82007067409371, 1.7571156825659764, 4.94409135480009, 2.703460765680128, 3.728110175033337, -0.18754266573159242, 4.575635540848564, 4.671810695956731, 3.1203258522234574, 0.2354724542544351] Score: 0.2354724542544351 Runtime: 19967ms
[2.9577095242650446, 1.0626579344573912, 4.994116113448329, 4.907282270038686, 4.223225238278754, 3.378360421149385, 4.366199975802994, 3.675034633283688, 4.9619833826370945, 4.804077236327393, 1.6598031115346634] Score: 1.6598031115346634 Runtime: 19765ms
[3.1587501305524013, 3.3857441253097362, 3.077082709200201, 4.952692101032173, 4.036601328791024, 4.508607179014076, 4.330656301973641, 3.691995517998782, 4.857121910923708, 3.7580900684898593, 0.8361649443292032] Score: 0.8361649443292032 Runtime: 19504ms
[4.246175624738589, 4.115904775338381, 2.491233226196572, 4.746268384466113, 0.006107273908346401, 2.349175960701346, 3.4800883574836816, -2.5195605012329962, 2.1843997747776447, 1.498428824924219, 0.5473841890379562] Score: 0.5473841890379562 Runtime: 19512ms
[4.630210128383342, 4.726989266665028, 5.0, 4.967194428581309, 5.0, 4.943894895140014, 4.572010017683277, 5.0, 1.7718872803536232, 3.3803437953042166, 2.1830611944302865] Score: 2.1830611944302865 Runtime: 19616ms
[4.767558217910667, 4.786841240076806, 3.5472688216523074, 4.92623956762579, 4.8046401078846275, 4.8155402108963665, 4.213325084889816, 4.887555063003085, 3.8508488526271725, 4.302570292270942, 5.81502552807975] Score: 5.81502552807975 Runtime: 19528ms
[3.804023112642026, 1.01409110966515, 3.676268316675121, 3.28633192375152, 4.740561237737065, 1.9682553817841761, 2.609159434077557, 4.74399695110141, 4.843658379293578, 2.894441146921388, 4.78863952723147] Score: 4.78863952723147 Runtime: 19901ms
[1.2489515556937267, 4.327756155456591, 1.0460815799121934, 5.0, 2.072724619344561, 3.729059059111925, 4.769599875773617, 1.4770274006015691, 1.8913771585384116, 4.553004327379567, 0.13133255578710745] Score: 0.13133255578710745 Runtime: 19735ms
[4.186042073609272, 5.0, 4.814600073231314, 5.0, 4.9924151921459625, 3.470603220696853, 4.341077559922853, 4.958524505638575, 4.772706460025464, 4.956838716523153, 0.41854157170248263] Score: 0.41854157170248263 Runtime: 19849ms
[4.941719334826743, 2.168435997366052, 4.900241126149387, 4.9651175170469095, 4.974434621370904, 4.69175825170454, 4.978281072084996, 2.0932088316094326, 4.948533884443167, 4.866772639047169, 0.05121299382027887] Score: 0.05121299382027887 Runtime: 19747ms
[4.7302235397003, 4.42517780633382, 4.9870110495163225, 3.7367247645034185, 3.193607268509127, 4.5468999231663885, 2.1071321960885756, 4.840037775522311, 3.2288587260989083, 4.9689431744496675, 1.6600719226271785] Score: 1.6600719226271785 Runtime: 19416ms
[2.1029193236339854, 5.0, 2.5750903142150707, 4.565956432881354, 4.189589429558575, 3.659137516343673, 1.2164633125376554, 3.8466006863873985, 5.0, 2.8877340450186066, 0.08786409403030722] Score: 0.08786409403030722 Runtime: 19588ms
[2.7058840678551976, 4.344714321066349, 3.5341163845181716, 1.0296666552185012, 2.498983067465441, 2.9961316985431914, 4.991966947965889, 1.8605497792857244, 4.488204468973812, 4.362489384543514, 3.5581181648315816] Score: 3.5581181648315816 Runtime: 19521ms
[3.9021478519268844, 4.700654739335679, 4.696281573851565, 3.863100618376829, 4.868403195891959, 3.618797722675345, 4.861186390504041, 4.0474261954996695, 4.4908004346725425, 3.0997375265672327, 0.733980002376713] Score: 0.733980002376713 Runtime: 19571ms
[4.966126574572359, 3.0340703672866396, -0.27829706027699647, 4.972608423409428, 2.987420571452113, 3.8912051682452016, 2.3794548874790076, 4.180976449025513, 2.843113415140904, 4.9829438435026585, 0.7754271500892435] Score: 0.7754271500892435 Runtime: 19513ms
[2.434350485116837, 4.087794934496632, 2.971639638392367, 4.991572549366687, 3.2875226724292785, 4.5123155120932275, 3.8143076364282544, 2.388527387646119, 4.9894993824968035, 3.775317129394061, 0.8741663747024848] Score: 0.8741663747024848 Runtime: 19401ms
[4.710583989581418, 4.018248839339906, 4.903070268146713, 4.924922358687469, 2.6091522642012315, 4.509955702843897, 2.822174131216845, 4.6356526171386045, 4.383584809687024, 4.770411984467327, 7.0340373430624865] Score: 7.0340373430624865 Runtime: 19478ms
[2.3262214987481267, 4.985796332888917, 4.160277004370281, 2.8578990961192967, 4.156953459942514, 2.548314714376656, 2.319589057487015, 0.4376718976659773, 3.1897349411325893, 4.995406825906368, 0.9147551781022817] Score: 0.9147551781022817 Runtime: 19489ms
[3.2308316171873757, 1.9690608998915073, 4.7145292988231695, 4.975213457979336, 4.69160509492136, 4.981620479107404, 1.231720143508093, 2.540603746789164, 4.958479540412719, 5.0, 3.4917377429369942] Score: 3.4917377429369942 Runtime: 19465ms
[4.056263568555857, 4.3251535296815895, 2.8644669113446577, 0.37285057982685266, 2.167852568512931, 4.721917919718483, 2.398976711514952, 3.5518539967312965, 3.1156105072255835, 4.258353462273851, 2.0315220342685154] Score: 2.0315220342685154 Runtime: 19465ms
[3.0380378597534556, 4.913465897895303, 4.936391770674035, 4.911838608873991, 4.500957598661568, 4.949748973550411, 1.0501937429805046, 4.779315452469328, 4.975940386524866, 4.333301886920592, 0.3684453939302095] Score: 0.3684453939302095 Runtime: 19545ms
[4.7966937799792575, 3.6362692540738535, 1.3330400728821854, 3.764634182829477, 3.1773555491815233, 3.066129604022869, 4.986316033639971, 4.049787868847201, 0.6046451816318066, 4.854937565911974, 0.35519901484929955] Score: 0.35519901484929955 Runtime: 19370ms
